2,Programming Fundamentals,A loop can be used to execute a set of instructions repeatedly.,T,
2,Programming Fundamentals,A for loop is similar to a while loop but with a different syntax.,T,
2,Programming Fundamentals,In programming a variable can hold only one value at a time.,F,
2,Object Oriented Programming,Inheritance is a mechanism that allows a class to inherit properties and methods from another class.,T,
2,Object Oriented Programming,Encapsulation is a technique of making the fields in a class private and providing access to the fields via public methods.,T,
2,Object Oriented Programming,A polymorphic method is one that can take on different forms depending on the parameters passed to it.,T,
2,Introduction To Computing,An operating system is a type of software that helps manage computer hardware resources.,T,
2,Introduction To Computing,A compiler is a type of software that translates human-readable code into machine-readable code.,T,
2,Introduction To Computing,A database is a collection of files that can be accessed randomly.,F,
2,Data Structures,A stack is a data structure that operates on a first-in first-out (FIFO) basis.,F,
2,Data Structures,A queue is a data structure that operates on a first-in first-out (FIFO) basis.,T,
2,Data Structures,A linked list is a data structure that consists of a group of nodes each containing a reference to the next node in the sequence.,T,
2,Analysis of Algorithms,The Big-O notation is used to describe the upper bound of the time complexity of an algorithm.,T,
2,Analysis of Algorithms,A sorting algorithm is a method of arranging data in a particular order.,T,
2,Analysis of Algorithms,A linear search algorithm is more efficient than a binary search algorithm.,F,
2,Software Requirements Engineering,A use case is a description of a specific use of the system by an actor.,T,
2,Software Requirements Engineering,A requirement specification is a document that describes the features and functions that a software system must provide.,T,
2,Software Requirements Engineering,A traceability matrix is a document that traces the relationship between requirements and other system elements.,T,
2,Research Methodology,A research hypothesis is a statement that describes the relationship between two or more variables.,T,
2,Research Methodology,A literature review is a process of collecting and analyzing the existing literature on a particular research topic.,T,
2,Research Methodology,Qualitative research is a type of research that involves collecting numerical data.,F,
2,Big Data Analytics,Big data is typically characterized by the 4 V's: volume velocity variety and veracity.,T,
2,Big Data Analytics,Data mining is a process of discovering patterns in large datasets.,T,
2,Big Data Analytics,A data warehouse is a type of database that is optimized for storing and retrieving large amounts of data.,T,
2,Artificial Intelligence,Artificial intelligence is a field of computer science that focuses on creating machines that can perform tasks that typically require human intelligence.,T,
2,Artificial Intelligence,A neural network is a type of machine learning algorithm that is inspired by the structure and function of the human brain.,T,
2,Artificial Intelligence,Natural language processing is a type of artificial intelligence that involves analyzing and generating human language.,T,
2,Deep Learning,Deep learning is a type of machine learning that uses artificial neural networks to model and solve complex problems.,T,
2,Deep Learning,A convolutional neural network (CNN) is a type of neural network that is commonly used in image processing and computer vision applications.,T,
2,Deep Learning,Recurrent neural networks (RNNs) are a type of neural network that can handle sequential data.,T,
3,Programming Fundamentals,What is a loop in programming?,,
3,Programming Fundamentals,What is the difference between a while loop and a for loop?,(Answer),
3,Programming Fundamentals,What is a variable and how is it used in programming?,(Answer),
3,Programming Fundamentals,What is the purpose of comments in code?,(Answer),
3,Object Oriented Programming,What is inheritance in object-oriented programming?,(Answer),
3,Object Oriented Programming,What is encapsulation and how does it relate to object-oriented programming?,(Answer),
3,Object Oriented Programming,What is polymorphism and how is it used in object-oriented programming?,(Answer),
3,Object Oriented Programming,What is an abstract class and how is it different from an interface?,(Answer),
3,Introduction To Computing,What is a computer and what are its basic components?,(Answer),
3,Introduction To Computing,What is an operating system and what does it do?,(Answer),
3,Introduction To Computing,What is a programming language and how is it used?,(Answer),
3,Introduction To Computing,What is a database and what are its basic components?,(Answer),
3,Data Structures,What is a stack and how is it used in computer science?,(Answer),
3,Data Structures,What is a queue and how is it used in computer science?,(Answer),
3,Data Structures,What is a linked list and how is it used in computer science?,(Answer),
3,Data Structures,What is a tree and how is it used in computer science?,(Answer),
3,Analysis of Algorithms,What is the Big-O notation and how is it used to analyze algorithms?,(Answer),
3,Analysis of Algorithms,What is a sorting algorithm and how is it used to sort data?,(Answer),
3,Analysis of Algorithms,What is a searching algorithm and how is it used to search data?,(Answer),
3,Analysis of Algorithms,What is a recursive function and how is it used in algorithms?,(Answer),
3,Software Requirements Engineering,What is software requirements engineering and why is it important?,(Answer),
3,Software Requirements Engineering,What is a use case and how is it used in software requirements engineering?,(Answer),
3,Software Requirements Engineering,What is a requirement specification and how is it used in software requirements engineering?,(Answer),
3,Software Requirements Engineering,What is a traceability matrix and how is it used in software requirements engineering?,(Answer),
3,Research Methodology,What is the scientific method and how is it used in research?,(Answer),
3,Research Methodology,What is a literature review and how is it used in research?,(Answer),
3,Research Methodology,What is a research hypothesis and how is it formulated?,(Answer),
3,Research Methodology,What is the difference between qualitative and quantitative research?,(Answer),
3,Big Data Analytics,What is big data and how is it different from traditional data?,(Answer),
3,Big Data Analytics,What is data mining and how is it used in big data analytics?,(Answer),
3,Big Data Analytics,What is a data warehouse and how is it used in big data analytics?,(Answer),
3,Big Data Analytics,What is machine learning and how is it used in big data analytics?,(Answer),
3,Artificial Intelligence,What is artificial intelligence and how is it used in computer science?,(Answer),
3,Artificial Intelligence,What is a neural network and how is it used in artificial intelligence?,(Answer),
3,Artificial Intelligence,What is natural language processing and how is it used in artificial intelligence?,(Answer),
3,Artificial Intelligence,What is a genetic algorithm and how is it used in artificial intelligence?,(Answer),
1,Programming Fundamentals,What is a variable in programming?,A. A sequence of characters B. A data structure that stores multiple values C. A name that represents a value or data,C
1,Programming Fundamentals,What is the purpose of a conditional statement?,A. To repeat a block of code B. To test a condition and execute code based on the result C. To store a set of values,B
1,Programming Fundamentals,What is a function in programming?,A. A group of variables B. A data structure that stores multiple values C. A block of code that performs a specific task and returns a result,C
1,Object Oriented Programming,What is inheritance in object-oriented programming?,A. A mechanism to access private data members B. A mechanism to restrict access to data members C. A mechanism to define a new class based on an existing class D. A mechanism to define a new data type,C
1,Object Oriented Programming,What is polymorphism in object-oriented programming?,A. The ability of an object to take on many forms B. The ability of an object to access private data members C. The ability of an object to restrict access to data members D. The ability of an object to define a new class,A
1,Object Oriented Programming,What is encapsulation in object-oriented programming?,A. A mechanism to define a new class based on an existing class B. A mechanism to access private data members C. A mechanism to restrict access to data members D. A mechanism to hide implementation details and expose only necessary information,D
